[[0.50269    0.13249867 0.0287365  0.5570687 ]
 [0.98402506 0.02167867 0.01789598 0.0166521 ]
 [0.19824064 0.95776623 0.6397141  0.07667322]
 [0.3319137  0.93329245 0.78092337 0.0690129 ]
 [0.41152233 0.93733263 0.03378354 0.03211858]
 [0.40133932 0.94840705 0.07411849 0.03332178]
 [0.20788863 0.7652956  0.86785257 0.20271271]
 [0.7406161  0.9010899  0.04287875 0.01576669]
 [0.5188751  0.9219769  0.5847552  0.03723062]
 [0.43625593 0.8845293  0.8364231  0.07604847]
 [0.40767437 0.8634826  0.86960095 0.08694117]
 [0.9839499  0.02441613 0.01736301 0.01639466]
 [0.16598685 0.1752399  0.12922673 0.92724556]
 [0.22655876 0.14780392 0.09897409 0.91173434]
 [0.20241447 0.16042514 0.10515988 0.9187607 ]
 [0.22701654 0.9645444  0.05299914 0.05469396]
 [0.17728479 0.16789441 0.1235355  0.9282315 ]
 [0.85153866 0.04191945 0.01886093 0.2825392 ]
 [0.9331375  0.02576733 0.01217941 0.07790808]
 [0.15457493 0.20476629 0.11205456 0.9222122 ]
 [0.34542218 0.14215931 0.05295686 0.8361979 ]
 [0.8987996  0.09452812 0.01195736 0.05070963]
 [0.6224857  0.10955428 0.02047894 0.3951657 ]
 [0.25352275 0.19217703 0.06479855 0.85969526]
 [0.649553   0.24785207 0.01459637 0.16190048]
 [0.31768683 0.14755851 0.06088938 0.7917609 ]
 [0.36783725 0.14940126 0.04298124 0.7564007 ]
 [0.90813243 0.20522916 0.00902001 0.02481377]
 [0.9669602  0.03837045 0.01297286 0.02459711]
 [0.9540669  0.0197065  0.01785939 0.09117381]
 [0.3382262  0.19205639 0.04497467 0.77646804]
 [0.9765123  0.02293363 0.01389772 0.01956671]
 [0.5953884  0.22374648 0.01674329 0.24550001]
 [0.75785106 0.8915761  0.0594805  0.01480515]
 [0.9469262  0.02113583 0.01370109 0.08087641]
 [0.97695583 0.02068078 0.01823996 0.0194874 ]
 [0.98419833 0.02817295 0.02064872 0.01531012]
 [0.77217656 0.8954088  0.10193305 0.01454831]
 [0.97753626 0.06535967 0.04438945 0.01139942]
 [0.9818283  0.02022558 0.01563818 0.02107921]
 [0.9846117  0.03481142 0.01874139 0.01312601]
 [0.97909844 0.01795679 0.01510094 0.02227954]
 [0.9802357  0.02100516 0.01542712 0.02518678]
 [0.9823032  0.0264641  0.01425177 0.01779801]
 [0.9752017  0.02490162 0.0135328  0.02188065]
 [0.9809544  0.02568175 0.01468076 0.01754663]
 [0.9756277  0.0417418  0.01297849 0.01862582]
 [0.98187053 0.02591831 0.01882729 0.01615693]
 [0.8155691  0.29943398 0.53735614 0.05620501]
 [0.96349126 0.02537063 0.01421927 0.03687671]
 [0.9394423  0.07374723 0.01325871 0.02197063]
 [0.3643706  0.9395294  0.03749172 0.04230076]
 [0.98505634 0.02514387 0.01932929 0.01623442]
 [0.98306674 0.02328702 0.01718254 0.01537768]
 [0.97725874 0.02608039 0.01424833 0.02289251]
 [0.3585149  0.96650374 0.07021318 0.0353284 ]
 [0.9828994  0.02295583 0.0164726  0.01636406]
 [0.97137064 0.0361051  0.01507108 0.01705171]
 [0.9789981  0.03221404 0.0165849  0.0139514 ]
 [0.9827141  0.02504112 0.01867316 0.01519658]
 [0.9807577  0.01789217 0.01839924 0.0212625 ]
 [0.40770632 0.6300566  0.01952468 0.14403038]
 [0.98365927 0.01922211 0.01833391 0.01973698]
 [0.41443452 0.1438028  0.04166003 0.697289  ]
 [0.98170125 0.0187071  0.0171666  0.02061072]
 [0.97882766 0.03227691 0.01736412 0.01271985]
 [0.98483384 0.04100072 0.02123328 0.01190865]
 [0.9805203  0.04612341 0.02025007 0.01136818]
 [0.970619   0.02735044 0.01338807 0.02165559]
 [0.97999316 0.03764756 0.01504664 0.01508468]
 [0.40398154 0.9646653  0.09243458 0.02974531]
 [0.1000761  0.8930118  0.05638679 0.25900438]
 [0.71469367 0.22472286 0.0151605  0.09047683]
 [0.9829875  0.02774851 0.01702041 0.01384736]
 [0.32081833 0.95515263 0.04877388 0.03849598]
 [0.98242086 0.02767979 0.01544881 0.01590397]
 [0.48830378 0.95586234 0.11369157 0.02452058]
 [0.9698327  0.04514796 0.01637157 0.01351745]
 [0.978205   0.02531326 0.01537953 0.0151559 ]
 [0.92284334 0.33552    0.0148793  0.01455148]
 [0.9838583  0.02135044 0.01712178 0.0169491 ]
 [0.9765597  0.04859824 0.02056111 0.01158401]
 [0.29740745 0.9697449  0.09040821 0.04402036]
 [0.9045841  0.03051568 0.02797332 0.06959625]
 [0.9818995  0.0219006  0.01739078 0.01481148]
 [0.96610737 0.04682064 0.01374896 0.01436635]
 [0.98399794 0.02966068 0.01825961 0.01345276]
 [0.9787264  0.02338568 0.01793524 0.0175868 ]
 [0.9797942  0.02160413 0.01358059 0.02576277]
 [0.97227424 0.05517748 0.06789194 0.01350166]
 [0.98059213 0.03057557 0.01757093 0.01248674]
 [0.9843413  0.02655146 0.01774625 0.01533669]
 [0.97633934 0.03931635 0.02367076 0.01687414]
 [0.9806362  0.02453621 0.01637101 0.01624833]
 [0.9750958  0.02699868 0.01404213 0.0202655 ]
 [0.9803798  0.03914526 0.01755402 0.01222742]
 [0.97904485 0.02233433 0.01568773 0.01725091]
 [0.98428047 0.02410422 0.01848627 0.01432941]
 [0.98358256 0.02487656 0.01871298 0.01728693]
 [0.9844939  0.02128512 0.01918702 0.01599295]
 [0.98237944 0.02976067 0.01509453 0.01380625]
 [0.98554534 0.02652097 0.02221865 0.01327214]
 [0.81550395 0.5828812  0.04362702 0.02191924]
 [0.96674114 0.02349605 0.02137898 0.02763879]
 [0.98319733 0.02390431 0.01811987 0.01741151]
 [0.8516346  0.04809254 0.01872299 0.28091004]
 [0.9846182  0.02154849 0.02694654 0.01755827]
 [0.98105353 0.06717426 0.02074016 0.0110358 ]
 [0.94543624 0.08261618 0.01461122 0.01758899]
 [0.9807716  0.02758265 0.01636788 0.01478999]
 [0.9451102  0.06776961 0.01113192 0.02396195]
 [0.9831093  0.02758963 0.01813358 0.01372109]
 [0.7340051  0.56625783 0.74202836 0.05929557]
 [0.1096469  0.8285791  0.05890886 0.3072535 ]
 [0.9589314  0.02120451 0.01412547 0.06603406]
 [0.34797093 0.95638    0.06277337 0.03963057]
 [0.9838532  0.02554177 0.01755277 0.0146476 ]
 [0.78282523 0.44877616 0.20940971 0.03357871]
 [0.9827204  0.02622292 0.01843056 0.01386395]
 [0.9805135  0.02194391 0.01672852 0.01603748]
 [0.96128154 0.10675257 0.02066895 0.01303159]
 [0.9799421  0.02222342 0.01613416 0.01549341]]
